personID,cityID
1000000000,2000080
1000000001,2000033
1000000002,2000013
1000000003,2000040
1000000004,2000043
1000000005,2000049
1000000006,2000007
1000000007,2000056
1000000008,2000019
1000000009,2000057
1000000010,2000061
1000000011,2000044
1000000012,2000033
1000000013,2000082
1000000014,2000074
1000000015,2000013
1000000016,2000042
1000000017,2000038
1000000018,2000050
1000000019,2000079
1000000020,2000001
1000000021,2000009
1000000022,2000008
1000000023,2000027
1000000024,2000061
1000000025,2000084
1000000026,2000025
1000000027,2000034
1000000028,2000011
1000000029,2000077
1000000030,2000059
1000000031,2000013
1000000032,2000027
1000000033,2000042
1000000034,2000001
1000000035,2000067
1000000036,2000044
1000000037,2000000
1000000038,2000061
1000000039,2000030
1000000040,2000000
1000000041,2000033
1000000042,2000025
1000000043,2000037
1000000044,2000079
1000000045,2000073
1000000046,2000057
1000000047,2000033
1000000048,2000050
1000000049,2000001
1000000050,2000049
1000000051,2000030
1000000052,2000077
1000000053,2000080
1000000054,2000084
1000000055,2000040
1000000056,2000084
1000000057,2000040
1000000058,2000025
1000000059,2000034
1000000060,2000033
1000000061,2000051
1000000062,2000044
1000000063,2000070
1000000064,2000025
1000000065,2000049
1000000066,2000030
1000000067,2000013
1000000068,2000001
1000000069,2000043
1000000070,2000080
1000000071,2000083
1000000072,2000068
1000000073,2000079
1000000074,2000040
1000000075,2000030
1000000076,2000084
1000000077,2000002
1000000078,2000049
1000000079,2000033
1000000080,2000061
1000000081,2000034
1000000082,2000021
1000000083,2000009
1000000084,2000030
1000000085,2000084
1000000086,2000061
1000000087,2000023
1000000088,2000008
1000000089,2000015
1000000090,2000047
1000000091,2000013
1000000092,2000008
1000000093,2000037
1000000094,2000020
1000000095,2000027
1000000096,2000043
1000000097,2000037
1000000098,2000030
1000000099,2000027
1000000100,2000033
1000000101,2000043
1000000102,2000017
1000000103,2000051
1000000104,2000059
1000000105,2000018
1000000106,2000063
1000000107,2000049
1000000108,2000068
1000000109,2000049
1000000110,2000010
1000000111,2000034
1000000112,2000036
1000000113,2000049
1000000114,2000002
1000000115,2000000
1000000116,2000036
1000000117,2000002
1000000118,2000033
1000000119,2000000
1000000120,2000062
1000000121,2000009
1000000122,2000084
1000000123,2000079
1000000124,2000027
1000000125,2000038
1000000126,2000054
1000000127,2000049
1000000128,2000044
1000000129,2000034
1000000130,2000064
1000000131,2000008
1000000132,2000064
1000000133,2000017
1000000134,2000001
1000000135,2000001
1000000136,2000010
1000000137,2000017
1000000138,2000080
1000000139,2000044
1000000140,2000036
1000000141,2000056
1000000142,2000082
1000000143,2000010
1000000144,2000034
1000000145,2000066
1000000146,2000013
1000000147,2000034
1000000148,2000044
1000000149,2000008
1000000150,2000030
1000000151,2000047
1000000152,2000084
1000000153,2000009
1000000154,2000025
1000000155,2000051
1000000156,2000043
1000000157,2000059
1000000158,2000051
1000000159,2000034
1000000160,2000021
1000000161,2000017
1000000162,2000043
1000000163,2000057
1000000164,2000084
1000000165,2000036
1000000166,2000051
1000000167,2000054
1000000168,2000001
1000000169,2000044
1000000170,2000043
1000000171,2000030
1000000172,2000025
1000000173,2000044
1000000174,2000027
1000000175,2000028
1000000176,2000030
1000000177,2000008
1000000178,2000013
1000000179,2000012
1000000180,2000017
1000000181,2000038
1000000182,2000028
1000000183,2000027
1000000184,2000028
1000000185,2000019
1000000186,2000029
1000000187,2000049
1000000188,2000000
1000000189,2000028
1000000190,2000084
1000000191,2000033
1000000192,2000000
1000000193,2000080
1000000194,2000065
1000000195,2000009
1000000196,2000002
1000000197,2000033
1000000198,2000047
1000000199,2000000
1000000200,2000079
1000000201,2000008
1000000202,2000019
1000000203,2000001
1000000204,2000028
1000000205,2000020
1000000206,2000051
1000000207,2000033
1000000208,2000061
1000000209,2000044
1000000210,2000017
1000000211,2000068
1000000212,2000033
1000000213,2000008
1000000214,2000081
1000000215,2000031
1000000216,2000037
1000000217,2000079
1000000218,2000036
1000000219,2000027
1000000220,2000028
1000000221,2000030
1000000222,2000051
1000000223,2000043
1000000224,2000019
1000000225,2000009
1000000226,2000058
1000000227,2000009
1000000228,2000017
1000000229,2000084
1000000230,2000019
1000000231,2000033
1000000232,2000080
1000000233,2000034
1000000234,2000036
1000000235,2000079
1000000236,2000027
1000000237,2000076
1000000238,2000013
1000000239,2000002
1000000240,2000028
1000000241,2000085
1000000242,2000008
1000000243,2000009
1000000244,2000008
1000000245,2000061
1000000246,2000073
1000000247,2000073
1000000248,2000044
1000000249,2000030
1000000250,2000002
1000000251,2000073
1000000252,2000028
1000000253,2000073
1000000254,2000025
1000000255,2000001
1000000256,2000033
1000000257,2000019
1000000258,2000002
1000000259,2000027
1000000260,2000013
1000000261,2000061
1000000262,2000037
1000000263,2000025
1000000264,2000008
1000000265,2000001
1000000266,2000044
1000000267,2000068
1000000268,2000013
1000000269,2000019
1000000270,2000017
1000000271,2000044
1000000272,2000079
1000000273,2000036
1000000274,2000061
1000000275,2000047
1000000276,2000018
1000000277,2000029
1000000278,2000028
1000000279,2000005
1000000280,2000017
1000000281,2000053
1000000282,2000047
1000000283,2000025
1000000284,2000017
1000000285,2000036
1000000286,2000015
1000000287,2000002
1000000288,2000001
1000000289,2000006
1000000290,2000079
1000000291,2000000
1000000292,2000073
1000000293,2000027
1000000294,2000001
1000000295,2000036
1000000296,2000013
1000000297,2000025
1000000298,2000000
1000000299,2000030
1000000300,2000043
1000000301,2000079
1000000302,2000002
1000000303,2000043
1000000304,2000049
1000000305,2000079
1000000306,2000073
1000000307,2000051
1000000308,2000055
1000000309,2000064
1000000310,2000017
1000000311,2000018
1000000312,2000079
1000000313,2000017
1000000314,2000051
1000000315,2000068
1000000316,2000017
1000000317,2000049
1000000318,2000027
1000000319,2000009
1000000320,2000040
1000000321,2000037
1000000322,2000017
1000000323,2000036
1000000324,2000072
1000000325,2000030
1000000326,2000034
1000000327,2000084
1000000328,2000061
1000000329,2000013
1000000330,2000037
1000000331,2000084
1000000332,2000044
1000000333,2000020
1000000334,2000001
1000000335,2000043
1000000336,2000068
1000000337,2000010
1000000338,2000020
1000000339,2000002
1000000340,2000002
1000000341,2000028
1000000342,2000002
1000000343,2000084
1000000344,2000013
1000000345,2000010
1000000346,2000034
1000000347,2000038
1000000348,2000060
1000000349,2000018
1000000350,2000032
1000000351,2000037
1000000352,2000051
1000000353,2000000
1000000354,2000033
1000000355,2000082
1000000356,2000019
1000000357,2000013
1000000358,2000049
1000000359,2000030
1000000360,2000051
1000000361,2000030
1000000362,2000068
1000000363,2000080
1000000364,2000014
1000000365,2000009
1000000366,2000000
1000000367,2000047
1000000368,2000010
1000000369,2000009
1000000370,2000037
1000000371,2000000
1000000372,2000017
1000000373,2000044
1000000374,2000000
1000000375,2000025
1000000376,2000033
1000000377,2000028
1000000378,2000024
1000000379,2000017
1000000380,2000079
1000000381,2000013
1000000382,2000013
1000000383,2000019
1000000384,2000008
1000000385,2000079
1000000386,2000079
1000000387,2000033
1000000388,2000068
1000000389,2000009
1000000390,2000028
1000000391,2000037
1000000392,2000020
1000000393,2000034
1000000394,2000036
1000000395,2000010
1000000396,2000009
1000000397,2000010
1000000398,2000033
1000000399,2000043
1000000400,2000056
1000000401,2000043
1000000402,2000068
1000000403,2000009
1000000404,2000080
1000000405,2000041
1000000406,2000036
1000000407,2000040
1000000408,2000033
1000000409,2000034
1000000410,2000006
1000000411,2000061
1000000412,2000048
1000000413,2000008
1000000414,2000021
1000000415,2000019
1000000416,2000013
1000000417,2000037
1000000418,2000027
1000000419,2000030
1000000420,2000033
1000000421,2000049
1000000422,2000019
1000000423,2000054
1000000424,2000036
1000000425,2000043
1000000426,2000080
1000000427,2000060
1000000428,2000044
1000000429,2000010
1000000430,2000030
1000000431,2000067
1000000432,2000080
1000000433,2000049
1000000434,2000049
1000000435,2000043
1000000436,2000047
1000000437,2000008
1000000438,2000017
1000000439,2000051
1000000440,2000044
1000000441,2000051
1000000442,2000084
1000000443,2000082
1000000444,2000020
1000000445,2000043
1000000446,2000014
1000000447,2000020
1000000448,2000019
1000000449,2000052
1000000450,2000080
1000000451,2000028
1000000452,2000084
1000000453,2000002
1000000454,2000025
1000000455,2000044
1000000456,2000051
1000000457,2000029
1000000458,2000013
1000000459,2000006
1000000460,2000044
1000000461,2000054
1000000462,2000041
1000000463,2000057
1000000464,2000084
1000000465,2000019
1000000466,2000030
1000000467,2000051
1000000468,2000000
1000000469,2000018
1000000470,2000009
1000000471,2000084
1000000472,2000079
1000000473,2000043
1000000474,2000013
1000000475,2000049
1000000476,2000044
1000000477,2000082
1000000478,2000061
1000000479,2000051
1000000480,2000030
1000000481,2000034
1000000482,2000044
1000000483,2000047
1000000484,2000075
1000000485,2000084
1000000486,2000008
1000000487,2000082
1000000488,2000082
1000000489,2000038
1000000490,2000020
1000000491,2000051
1000000492,2000034
1000000493,2000010
1000000494,2000000
1000000495,2000010
1000000496,2000036
1000000497,2000025
1000000498,2000017
1000000499,2000033
1000000500,2000029
1000000501,2000044
1000000502,2000061
1000000503,2000068
1000000504,2000008
1000000505,2000066
1000000506,2000009
1000000507,2000036
1000000508,2000084
1000000509,2000030
1000000510,2000043
1000000511,2000013
1000000512,2000027
1000000513,2000028
1000000514,2000034
1000000515,2000044
1000000516,2000028
1000000517,2000043
1000000518,2000043
1000000519,2000068
1000000520,2000020
1000000521,2000020
1000000522,2000002
1000000523,2000030
1000000524,2000068
1000000525,2000079
1000000526,2000059
1000000527,2000062
1000000528,2000000
1000000529,2000082
1000000530,2000065
1000000531,2000000
1000000532,2000079
1000000533,2000038
1000000534,2000020
1000000535,2000061
1000000536,2000049
1000000537,2000059
1000000538,2000049
1000000539,2000079
1000000540,2000017
1000000541,2000034
1000000542,2000044
1000000543,2000034
1000000544,2000057
1000000545,2000019
1000000546,2000079
1000000547,2000027
1000000548,2000073
1000000549,2000055
1000000550,2000004
1000000551,2000036
1000000552,2000037
1000000553,2000051
1000000554,2000010
1000000555,2000051
1000000556,2000001
1000000557,2000000
1000000558,2000019
1000000559,2000028
1000000560,2000082
1000000561,2000073
1000000562,2000061
1000000563,2000082
1000000564,2000033
1000000565,2000017
1000000566,2000047
1000000567,2000030
1000000568,2000037
1000000569,2000044
1000000570,2000001
1000000571,2000027
1000000572,2000051
1000000573,2000020
1000000574,2000030
1000000575,2000036
1000000576,2000011
1000000577,2000002
1000000578,2000080
1000000579,2000059
1000000580,2000049
1000000581,2000059
1000000582,2000001
1000000583,2000010
1000000584,2000051
1000000585,2000043
1000000586,2000037
1000000587,2000065
1000000588,2000037
1000000589,2000020
1000000590,2000044
1000000591,2000043
1000000592,2000070
1000000593,2000068
1000000594,2000039
1000000595,2000009
1000000596,2000013
1000000597,2000080
1000000598,2000028
1000000599,2000079
1000000600,2000049
1000000601,2000020
1000000602,2000068
1000000603,2000009
1000000604,2000054
1000000605,2000037
1000000606,2000008
1000000607,2000009
1000000608,2000001
1000000609,2000030
1000000610,2000073
1000000611,2000037
1000000612,2000020
1000000613,2000080
1000000614,2000051
1000000615,2000079
1000000616,2000028
1000000617,2000022
1000000618,2000084
1000000619,2000073
1000000620,2000002
1000000621,2000009
1000000622,2000043
1000000623,2000013
1000000624,2000009
1000000625,2000002
1000000626,2000079
1000000627,2000037
1000000628,2000015
1000000629,2000000
1000000630,2000047
1000000631,2000013
1000000632,2000079
1000000633,2000013
1000000634,2000059
1000000635,2000073
1000000636,2000008
1000000637,2000037
1000000638,2000049
1000000639,2000033
1000000640,2000061
1000000641,2000009
1000000642,2000079
1000000643,2000073
1000000644,2000034
1000000645,2000082
1000000646,2000020
1000000647,2000033
1000000648,2000020
1000000649,2000002
1000000650,2000068
1000000651,2000028
1000000652,2000013
1000000653,2000079
1000000654,2000013
1000000655,2000027
1000000656,2000036
1000000657,2000084
1000000658,2000056
1000000659,2000037
1000000660,2000027
1000000661,2000019
1000000662,2000034
1000000663,2000009
1000000664,2000080
1000000665,2000079
1000000666,2000036
1000000667,2000019
1000000668,2000013
1000000669,2000051
1000000670,2000001
1000000671,2000033
1000000672,2000013
1000000673,2000084
1000000674,2000019
1000000675,2000019
1000000676,2000001
1000000677,2000000
1000000678,2000033
1000000679,2000030
1000000680,2000037
1000000681,2000054
1000000682,2000036
1000000683,2000080
1000000684,2000073
1000000685,2000017
1000000686,2000009
1000000687,2000017
1000000688,2000051
1000000689,2000033
1000000690,2000073
1000000691,2000079
1000000692,2000002
1000000693,2000068
1000000694,2000059
1000000695,2000034
1000000696,2000049
1000000697,2000020
1000000698,2000059
1000000699,2000073
1000000700,2000027
1000000701,2000080
1000000702,2000013
1000000703,2000028
1000000704,2000027
1000000705,2000059
1000000706,2000013
1000000707,2000020
1000000708,2000049
1000000709,2000044
1000000710,2000010
1000000711,2000080
1000000712,2000031
1000000713,2000001
1000000714,2000084
1000000715,2000061
1000000716,2000034
1000000717,2000017
1000000718,2000077
1000000719,2000056
1000000720,2000019
1000000721,2000001
1000000722,2000033
1000000723,2000037
1000000724,2000037
1000000725,2000084
1000000726,2000046
1000000727,2000009
1000000728,2000013
1000000729,2000026
1000000730,2000008
1000000731,2000061
1000000732,2000019
1000000733,2000033
1000000734,2000037
1000000735,2000051
1000000736,2000007
1000000737,2000049
1000000738,2000013
1000000739,2000036
1000000740,2000073
1000000741,2000084
1000000742,2000009
1000000743,2000015
1000000744,2000073
1000000745,2000049
1000000746,2000044
1000000747,2000084
1000000748,2000003
1000000749,2000052
1000000750,2000034
1000000751,2000010
1000000752,2000069
1000000753,2000051
1000000754,2000027
1000000755,2000017
1000000756,2000035
1000000757,2000008
1000000758,2000084
1000000759,2000009
1000000760,2000050
1000000761,2000001
1000000762,2000069
1000000763,2000077
1000000764,2000036
1000000765,2000008
1000000766,2000034
1000000767,2000054
1000000768,2000047
1000000769,2000069
1000000770,2000082
1000000771,2000079
1000000772,2000027
1000000773,2000084
1000000774,2000020
1000000775,2000036
1000000776,2000068
1000000777,2000034
1000000778,2000030
1000000779,2000043
1000000780,2000000
1000000781,2000011
1000000782,2000033
1000000783,2000028
1000000784,2000000
1000000785,2000000
1000000786,2000049
1000000787,2000070
1000000788,2000008
1000000789,2000028
1000000790,2000034
1000000791,2000034
1000000792,2000049
1000000793,2000040
1000000794,2000017
1000000795,2000020
1000000796,2000037
1000000797,2000044
1000000798,2000020
1000000799,2000034
1000000800,2000037
1000000801,2000045
1000000802,2000016
1000000803,2000068
1000000804,2000020
1000000805,2000020
1000000806,2000051
1000000807,2000061
1000000808,2000015
1000000809,2000000
1000000810,2000002
1000000811,2000054
1000000812,2000061
1000000813,2000020
1000000814,2000061
1000000815,2000051
1000000816,2000069
1000000817,2000017
1000000818,2000033
1000000819,2000073
1000000820,2000040
1000000821,2000002
1000000822,2000076
1000000823,2000013
1000000824,2000057
1000000825,2000034
1000000826,2000027
1000000827,2000067
1000000828,2000015
1000000829,2000013
1000000830,2000013
1000000831,2000036
1000000832,2000046
1000000833,2000036
1000000834,2000028
1000000835,2000081
1000000836,2000013
1000000837,2000038
1000000838,2000079
1000000839,2000037
1000000840,2000030
1000000841,2000079
1000000842,2000085
1000000843,2000028
1000000844,2000084
1000000845,2000037
1000000846,2000043
1000000847,2000014
1000000848,2000049
1000000849,2000008
1000000850,2000015
1000000851,2000068
1000000852,2000067
1000000853,2000030
1000000854,2000079
1000000855,2000008
1000000856,2000051
1000000857,2000047
1000000858,2000033
1000000859,2000047
1000000860,2000036
1000000861,2000057
1000000862,2000001
1000000863,2000000
1000000864,2000000
1000000865,2000082
1000000866,2000023
1000000867,2000036
1000000868,2000049
1000000869,2000054
1000000870,2000049
1000000871,2000079
1000000872,2000028
1000000873,2000034
1000000874,2000051
1000000875,2000037
1000000876,2000036
1000000877,2000000
1000000878,2000059
1000000879,2000028
1000000880,2000009
1000000881,2000001
1000000882,2000001
1000000883,2000009
1000000884,2000020
1000000885,2000039
1000000886,2000059
1000000887,2000002
1000000888,2000017
1000000889,2000002
1000000890,2000008
1000000891,2000040
1000000892,2000030
1000000893,2000002
1000000894,2000036
1000000895,2000076
1000000896,2000030
1000000897,2000061
1000000898,2000084
1000000899,2000027
1000000900,2000009
1000000901,2000061
1000000902,2000027
1000000903,2000042
1000000904,2000073
1000000905,2000049
1000000906,2000034
1000000907,2000000
1000000908,2000006
1000000909,2000009
1000000910,2000043
1000000911,2000059
1000000912,2000043
1000000913,2000049
1000000914,2000068
1000000915,2000002
1000000916,2000043
1000000917,2000034
1000000918,2000027
1000000919,2000001
1000000920,2000043
1000000921,2000001
1000000922,2000059
1000000923,2000044
1000000924,2000034
1000000925,2000017
1000000926,2000003
1000000927,2000043
1000000928,2000073
1000000929,2000073
1000000930,2000008
1000000931,2000059
1000000932,2000000
1000000933,2000034
1000000934,2000068
1000000935,2000051
1000000936,2000034
1000000937,2000037
1000000938,2000020
1000000939,2000013
1000000940,2000015
1000000941,2000017
1000000942,2000028
1000000943,2000084
1000000944,2000027
1000000945,2000034
1000000946,2000051
1000000947,2000008
1000000948,2000051
1000000949,2000061
1000000950,2000019
1000000951,2000035
1000000952,2000033
1000000953,2000009
1000000954,2000068
1000000955,2000068
1000000956,2000001
1000000957,2000036
1000000958,2000043
1000000959,2000082
1000000960,2000057
1000000961,2000079
1000000962,2000079
1000000963,2000037
1000000964,2000050
1000000965,2000077
1000000966,2000001
1000000967,2000043
1000000968,2000059
1000000969,2000008
1000000970,2000084
1000000971,2000001
1000000972,2000043
1000000973,2000030
1000000974,2000028
1000000975,2000008
1000000976,2000030
1000000977,2000030
1000000978,2000084
1000000979,2000038
1000000980,2000010
1000000981,2000007
1000000982,2000040
1000000983,2000043
1000000984,2000044
1000000985,2000084
1000000986,2000017
1000000987,2000009
1000000988,2000084
1000000989,2000079
1000000990,2000027
1000000991,2000013
1000000992,2000027
1000000993,2000082
1000000994,2000030
1000000995,2000049
1000000996,2000060
1000000997,2000049
1000000998,2000034
1000000999,2000084
